Customer ID,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Gender,Churn,InvoiceNo,Description,UnitPrice,Country,Tenure,PreferredLoginDevice,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,payment,timestamp,rating,order_status,payment_installments,Ship Mode,Segment,City,State/Province,Postal Code,Product ID,Sub-Category,Product Name,Sales,Discount,Profit,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
24473.0,Clothing,59.0,3.0,1147.0,Credit Card,38.0,0.0,Nicole Lewis,Female,0.0,536378,JUMBO STORAGE BAG SUKI,1.95,United Kingdom,8.0,Computer,6.0,3.0,3.0,Fashion,Single,2.0,0.0,14.0,1.0,1.0,8.0,187.89,368.6,2018-07-02 07:18:00,5.0,delivered,3.0,Standard Class,Consumer,Chesapeake,Virginia,23320,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,0.0,8.206199999999999,Silver,820.9,12.0,4.3,False,12.0,Neutral
24473.0,Books,462.0,1.0,4042.0,Credit Card,38.0,1.0,Nicole Lewis,Female,0.0,536380,JAM MAKING SET PRINTED,1.45,United Kingdom,25.0,Phone,8.0,2.0,4.0,Mobile,Single,8.0,0.0,15.0,0.0,2.0,2.0,132.12,412.43,2018-05-26 20:54:00,5.0,delivered,4.0,Second Class,Consumer,Columbia,Missouri,65203,OFF-BI-10004728,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,0.0,4.4344,Gold,1490.1,21.0,4.9,False,9.0,Satisfied
24741.0,Home,369.0,1.0,3026.0,PayPal,50.0,1.0,Steven Mcmillan,Female,0.0,536381,FELT EGG COSY CHICKEN,0.85,United Kingdom,0.0,Phone,6.0,3.0,4.0,Mobile Phone,Single,1.0,1.0,14.0,1.0,1.0,2.0,137.3,382.74,2018-07-24 19:52:00,5.0,delivered,1.0,Standard Class,Corporate,Seattle,Washington,98105,OFF-BI-10001031,Binders,Pressboard Data Binders by Wilson Jones,21.36,0.2,7.209,Gold,1140.6,15.0,4.6,True,27.0,Satisfied
24741.0,Books,149.0,2.0,1377.0,Cash,50.0,0.0,Steven Mcmillan,Female,0.0,536381,COOK WITH WINE METAL SIGN ,1.95,United Kingdom,13.0,Phone,30.0,3.0,3.0,Laptop & Accessory,Married,2.0,0.0,17.0,2.0,4.0,7.0,133.19,370.59,2018-01-02 17:36:00,3.0,delivered,8.0,Same Day,Consumer,Lubbock,Texas,79424,FUR-FU-10002396,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,0.6,-11.322,Silver,670.3,10.0,3.8,True,33.0,Unsatisfied
10191.0,Books,498.0,4.0,705.0,Cash,66.0,0.0,Walter Griffin,Male,0.0,536381,PAPER CHAIN KIT RETROSPOT,2.95,United Kingdom,10.0,Phone,6.0,2.0,4.0,Mobile Phone,Divorced,3.0,0.0,14.0,1.0,1.0,2.0,139.2,381.88,2017-11-12 13:19:00,1.0,delivered,6.0,Standard Class,Consumer,Woodstock,Illinois,60098,OFF-BI-10004094,Binders,GBC Standard Plastic Binding Systems Combs,8.849999999999998,0.8,-13.717499999999998,Gold,1370.2,18.0,4.7,False,10.0,Satisfied
10191.0,Home,334.0,3.0,2542.0,Cash,66.0,0.0,Walter Griffin,Male,0.0,536381,SMALL HEART FLOWERS HOOK ,0.85,United Kingdom,18.0,Computer,13.0,3.0,2.0,Laptop & Accessory,Divorced,5.0,0.0,17.0,0.0,1.0,2.0,164.34,381.86,2018-03-18 19:20:00,1.0,delivered,8.0,First Class,Consumer,Moreno Valley,California,92553,OFF-PA-10001800,Paper,Xerox 220,19.44,0.0,9.3312,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied
10191.0,Electronics,118.0,2.0,2304.0,Credit Card,66.0,1.0,Walter Griffin,Male,0.0,536381,PHOTO CLIP LINE,1.25,United Kingdom,0.0,Computer,16.0,3.0,3.0,Fashion,Married,7.0,0.0,11.0,1.0,1.0,0.0,200.48,363.74,2017-03-23 12:35:00,4.0,delivered,1.0,Standard Class,Home Office,El Paso,Texas,79907,OFF-BI-10000320,Binders,GBC Plastic Binding Combs,4.427999999999999,0.8,-6.863399999999999,Bronze,440.9,8.0,3.2,False,24.0,Neutral
10191.0,Books,202.0,5.0,3290.0,Credit Card,66.0,1.0,Walter Griffin,Male,0.0,536381,CERAMIC CHERRY CAKE MONEY BANK,1.45,United Kingdom,2.0,Mobile Phone,26.0,2.0,3.0,Laptop & Accessory,Married,3.0,0.0,14.0,1.0,1.0,2.0,169.31,17.54,2017-03-13 22:55:00,5.0,delivered,1.0,First Class,Consumer,Columbus,Ohio,43229,OFF-AR-10003560,Art,Zebra Zazzle Fluorescent Highlighters,19.456000000000003,0.2,3.404799999999998,Gold,1460.5,20.0,4.8,False,12.0,Satisfied
10191.0,Books,291.0,3.0,4776.0,PayPal,66.0,0.0,Walter Griffin,Male,0.0,536381,RETROSPOT LARGE MILK JUG,4.95,United Kingdom,0.0,Phone,6.0,3.0,3.0,Laptop & Accessory,Divorced,1.0,0.0,12.0,1.0,1.0,2.0,148.98,191.56,2017-03-13 22:55:00,5.0,delivered,10.0,Standard Class,Home Office,Elmhurst,Illinois,60126,FUR-CH-10000863,Chairs,Novimex Swivel Fabric Task Chair,634.116,0.3,-172.11720000000005,Silver,700.4,13.0,4.0,True,53.0,Unsatisfied
6829.0,Home,127.0,3.0,3219.0,PayPal,43.0,1.0,Chelsea Williams,Male,0.0,536381,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,United Kingdom,0.0,Computer,35.0,3.0,4.0,Mobile,Single,1.0,0.0,11.0,1.0,1.0,4.0,134.79,372.75,2017-11-12 13:32:00,3.0,delivered,7.0,Standard Class,Consumer,Houston,Texas,77036,FUR-TA-10001866,Tables,Bevis Round Conference Room Tables and Bases,376.509,0.3,-43.029600000000045,Bronze,480.25,9.0,3.6,True,38.0,Unsatisfied
16825.0,Clothing,420.0,2.0,969.0,Cash,37.0,1.0,Melissa Cabrera,Male,1.0,536381,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,United Kingdom,11.0,Computer,8.0,2.0,4.0,Laptop & Accessory,Divorced,4.0,0.0,18.0,6.0,7.0,5.0,152.49,381.88,2017-12-13 02:49:00,5.0,delivered,10.0,Standard Class,Home Office,Elmhurst,Illinois,60126,OFF-PA-10003036,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,0.2,5.678399999999998,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied
16825.0,Clothing,166.0,4.0,1379.0,PayPal,37.0,0.0,Melissa Cabrera,Male,1.0,536381,GUMBALL MONOCHROME COAT RACK,1.06,United Kingdom,0.0,Phone,8.0,3.0,3.0,Mobile,Single,3.0,0.0,11.0,1.0,1.0,0.0,134.85,379.2,2017-08-30 16:03:00,4.0,delivered,3.0,Standard Class,Home Office,New York City,New York,10035,TEC-PH-10003655,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,0.0,1.6038,Silver,790.2,11.0,4.0,False,15.0,Neutral
18467.0,Clothing,115.0,5.0,1589.0,Credit Card,23.0,0.0,Terri Carter,Male,0.0,536381,DOORMAT FANCY FONT HOME SWEET HOME,6.75,United Kingdom,2.0,Mobile Phone,8.0,3.0,4.0,Laptop & Accessory,Divorced,3.0,0.0,19.0,0.0,1.0,0.0,166.44,369.6,2018-02-14 17:48:00,5.0,delivered,8.0,Standard Class,Home Office,New York City,New York,10009,OFF-EN-10001990,Envelopes,Staple envelope,11.36,0.0,5.339199999999999,Bronze,505.75,10.0,3.3,True,39.0,Unsatisfied
18467.0,Clothing,50.0,1.0,551.0,PayPal,23.0,1.0,Terri Carter,Male,0.0,536382,INFLATABLE POLITICAL GLOBE ,0.85,United Kingdom,0.0,Computer,11.0,2.0,2.0,Laptop & Accessory,Married,2.0,0.0,12.0,1.0,1.0,5.0,140.0,318.34,2017-11-24 13:02:00,5.0,delivered,2.0,Standard Class,Home Office,New York City,New York,10009,OFF-PA-10000587,Paper,"Array Parchment Paper, Assorted Colors",36.4,0.0,17.472,Silver,710.4,13.0,4.1,True,54.0,Unsatisfied
18467.0,Home,192.0,5.0,1109.0,PayPal,23.0,0.0,Terri Carter,Male,0.0,536382,CHOCOLATE CALCULATOR,1.65,United Kingdom,9.0,Phone,12.0,2.0,3.0,Mobile,Divorced,1.0,0.0,11.0,4.0,10.0,11.0,132.1,381.88,2017-12-13 10:23:00,5.0,delivered,10.0,Standard Class,Corporate,Columbus,Ohio,43229,FUR-BO-10001972,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,0.5,-199.617,Gold,1130.6,15.0,4.5,True,26.0,Satisfied
18467.0,Home,451.0,2.0,1834.0,PayPal,23.0,0.0,Terri Carter,Male,0.0,536382,ANTIQUE GLASS DRESSING TABLE POT,2.95,United Kingdom,10.0,Mobile Phone,12.0,3.0,3.0,Laptop & Accessory,Divorced,5.0,0.0,14.0,0.0,1.0,1.0,165.02,189.3,2017-02-18 12:23:00,4.0,delivered,3.0,Standard Class,Home Office,New York City,New York,10035,OFF-BI-10003429,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,0.2,9.1785,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied
34857.0,Electronics,284.0,4.0,402.0,PayPal,57.0,0.0,Alexander Morse,Male,1.0,536382,3 TIER CAKE TIN RED AND CREAM,14.95,United Kingdom,11.0,Mobile Phone,13.0,2.0,2.0,Laptop & Accessory,Married,2.0,1.0,24.0,0.0,7.0,7.0,156.05,380.85,2018-08-16 18:59:00,5.0,delivered,5.0,Standard Class,Home Office,New York City,New York,10035,TEC-PH-10004700,Phones,PowerGen Dual USB Car Charger,9.99,0.0,4.5954,Bronze,505.75,10.0,3.3,True,39.0,Unsatisfied
34857.0,Books,60.0,2.0,1383.0,Credit Card,57.0,1.0,Alexander Morse,Male,1.0,536382,SET 3 WICKER OVAL BASKETS W LIDS,16.95,United Kingdom,0.0,Computer,6.0,2.0,3.0,Laptop & Accessory,Married,2.0,0.0,20.0,0.0,1.0,4.0,163.97,371.59,2018-03-03 01:40:00,4.0,delivered,2.0,Standard Class,Consumer,Margate,Florida,33063,OFF-AR-10001374,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552000000000003,0.2,2.332799999999999,Gold,1470.5,20.0,4.8,False,13.0,Satisfied
34857.0,Books,137.0,2.0,2428.0,Cash,57.0,0.0,Alexander Morse,Male,1.0,536384,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,United Kingdom,15.0,Phone,6.0,2.0,3.0,Laptop & Accessory,Divorced,2.0,0.0,25.0,4.0,11.0,6.0,149.07,396.2,2017-07-08 21:13:00,5.0,delivered,1.0,Second Class,Consumer,Yonkers,New York,10701,OFF-BI-10001617,Binders,GBC Wire Binding Combs,49.632000000000005,0.2,16.750799999999998,Gold,1140.6,15.0,4.6,True,27.0,Satisfied
21801.0,Electronics,179.0,3.0,676.0,Credit Card,19.0,1.0,Anne Leblanc,Female,0.0,536384,HANGING METAL HEART LANTERN,1.65,United Kingdom,2.0,Computer,8.0,2.0,3.0,Laptop & Accessory,Single,2.0,0.0,18.0,0.0,1.0,9.0,145.54,317.34,2017-11-24 19:11:00,5.0,delivered,3.0,Second Class,Consumer,Yonkers,New York,10701,OFF-PA-10001878,Paper,Xerox 1891,97.82,0.0,45.97539999999999,Silver,810.9,12.0,4.3,False,13.0,Neutral
21801.0,Electronics,228.0,4.0,3988.0,PayPal,19.0,0.0,Anne Leblanc,Female,0.0,536384,NATURAL SLATE HEART CHALKBOARD ,2.95,United Kingdom,0.0,Computer,17.0,2.0,3.0,Laptop & Accessory,Divorced,2.0,1.0,13.0,2.0,3.0,3.0,147.41,370.33,2018-04-25 00:27:00,5.0,delivered,8.0,Second Class,Consumer,Yonkers,New York,10701,TEC-AC-10002001,Accessories,Logitech Wireless Gaming Headset G930,479.97,0.0,177.58890000000002,Gold,1500.1,21.0,4.9,False,10.0,Satisfied
22193.0,Home,116.0,1.0,1422.0,Cash,27.0,0.0,Kyle Smith,Male,0.0,536384,CREAM HEART CARD HOLDER,3.95,United Kingdom,1.0,Phone,14.0,3.0,3.0,Mobile,Single,2.0,0.0,21.0,0.0,1.0,2.0,133.1,369.19,2017-04-13 00:43:00,5.0,delivered,8.0,First Class,Consumer,Seattle,Washington,98103,OFF-AR-10001427,Art,Newell 330,17.94,0.0,4.6644000000000005,Bronze,520.4,9.0,3.5,True,37.0,Unsatisfied
22193.0,Electronics,94.0,4.0,3764.0,PayPal,27.0,1.0,Kyle Smith,Male,0.0,536384,ENAMEL FIRE BUCKET CREAM,6.95,United Kingdom,9.0,Phone,9.0,1.0,3.0,Laptop & Accessory,Single,5.0,0.0,12.0,6.0,7.0,7.0,144.85,369.6,2018-01-29 11:31:00,5.0,delivered,1.0,Standard Class,Corporate,Seattle,Washington,98103,OFF-ST-10000934,Storage,"Contico 72""H Heavy-Duty Storage System",204.9,0.0,0.0,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied
7340.0,Electronics,346.0,3.0,2165.0,Credit Card,35.0,1.0,Kim Mcdonald,Male,1.0,536385,TRADITIONAL CHRISTMAS RIBBONS,1.25,United Kingdom,8.0,Mobile Phone,22.0,3.0,3.0,Fashion,Divorced,1.0,0.0,15.0,3.0,6.0,9.0,180.2,139.43,2017-01-27 00:30:00,5.0,delivered,5.0,Second Class,Corporate,Richmond,Kentucky,40475,OFF-AP-10002578,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,0.0,38.1576,Silver,700.4,13.0,4.0,True,53.0,Unsatisfied
7340.0,Home,255.0,1.0,306.0,PayPal,35.0,0.0,Kim Mcdonald,Male,1.0,536385,ORGANISER WOOD ANTIQUE WHITE ,8.5,United Kingdom,9.0,Computer,24.0,2.0,2.0,Mobile Phone,Divorced,5.0,0.0,18.0,0.0,1.0,0.0,136.88,202.95,2017-04-20 14:36:00,4.0,delivered,6.0,Standard Class,Consumer,Roseville,California,95661,OFF-AR-10001770,Art,Economy #2 Pencils,7.98,0.0,2.0748,Bronze,430.8,7.0,3.4,False,23.0,Neutral
31538.0,Home,341.0,4.0,4847.0,Cash,37.0,0.0,Joshua Maynard,Male,0.0,536385,LUNCH BAG DOLLY GIRL DESIGN,1.65,United Kingdom,24.0,Mobile Phone,8.0,2.0,5.0,Laptop & Accessory,Married,6.0,0.0,18.0,0.0,1.0,2.0,154.82,191.57,2017-04-20 14:36:00,4.0,delivered,1.0,Second Class,Consumer,Columbus,Ohio,43229,OFF-FA-10001561,Fasteners,Stockwell Push Pins,10.464000000000002,0.2,1.7003999999999992,Gold,1140.6,15.0,4.5,True,27.0,Satisfied
31538.0,Clothing,499.0,4.0,4477.0,Cash,37.0,1.0,Joshua Maynard,Male,0.0,536386,JUMBO  BAG BAROQUE BLACK WHITE,1.65,United Kingdom,0.0,Mobile Phone,16.0,3.0,4.0,Mobile Phone,Single,2.0,0.0,12.0,1.0,1.0,0.0,112.0,389.43,2017-09-03 09:56:00,5.0,delivered,1.0,Second Class,Consumer,New York City,New York,10024,OFF-PA-10002137,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,0.0,49.014,Bronze,480.25,9.0,3.6,True,38.0,Unsatisfied
31538.0,Books,180.0,2.0,4994.0,Cash,37.0,1.0,Joshua Maynard,Male,0.0,536386,JUMBO BAG RED RETROSPOT,1.65,United Kingdom,1.0,Mobile Phone,22.0,3.0,2.0,Laptop & Accessory,Single,1.0,0.0,19.0,0.0,1.0,7.0,156.61,399.44,2017-05-22 10:27:00,4.0,delivered,1.0,Second Class,Corporate,Richmond,Kentucky,40475,TEC-AC-10000710,Accessories,Maxell DVD-RAM Discs,32.96,0.0,14.172800000000002,Gold,1490.1,21.0,4.9,False,9.0,Satisfied
31538.0,Home,233.0,3.0,3362.0,PayPal,37.0,0.0,Joshua Maynard,Male,0.0,536387,CHILLI LIGHTS,3.82,United Kingdom,4.0,Mobile Phone,13.0,3.0,2.0,Laptop & Accessory,Divorced,5.0,0.0,11.0,3.0,7.0,7.0,169.29,387.8,2017-05-04 01:11:00,1.0,delivered,2.0,Second Class,Corporate,Richmond,Kentucky,40475,TEC-PH-10000984,Phones,Panasonic KX-TG9471B,587.97,0.0,164.63160000000005,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied
31538.0,Home,491.0,4.0,1475.0,PayPal,37.0,0.0,Joshua Maynard,Male,0.0,536387,LIGHT GARLAND BUTTERFILES PINK,3.37,United Kingdom,12.0,Mobile Phone,6.0,2.0,2.0,Fashion,Married,1.0,0.0,17.0,3.0,3.0,7.0,196.13,394.52,2017-01-24 21:44:00,1.0,delivered,8.0,Second Class,Home Office,Calgary,Alberta,T2C,FUR-CH-10004063,Chairs,Global Deluxe High-Back Manager's Chair,915.14,0.2,102.95,Bronze,470.5,8.0,3.0,False,18.0,Neutral
31538.0,Books,224.0,4.0,3440.0,PayPal,37.0,0.0,Joshua Maynard,Male,0.0,536387,WOODEN OWLS LIGHT GARLAND ,3.37,United Kingdom,9.0,Computer,30.0,2.0,3.0,Laptop & Accessory,Divorced,8.0,0.0,15.0,0.0,1.0,8.0,156.74,398.33,2017-03-05 09:27:00,1.0,delivered,6.0,Second Class,Home Office,Calgary,Alberta,T2C,FUR-FU-10001979,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,0.0,91.77,Gold,1180.8,16.0,4.7,True,19.0,Satisfied
33511.0,Books,333.0,5.0,4456.0,Credit Card,56.0,1.0,Kathleen Brown,Male,1.0,536387,FAIRY TALE COTTAGE NIGHTLIGHT,1.45,United Kingdom,5.0,Mobile Phone,13.0,3.0,4.0,Laptop & Accessory,Divorced,2.0,0.0,14.0,1.0,4.0,8.0,154.84,398.33,2017-04-17 21:09:00,2.0,delivered,8.0,Standard Class,Home Office,Chesapeake,Virginia,23320,FUR-CH-10003379,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,0.0,284.98,Silver,790.2,11.0,4.0,False,15.0,Neutral
33511.0,Books,139.0,2.0,744.0,Credit Card,56.0,0.0,Kathleen Brown,Male,1.0,536388,HOME BUILDING BLOCK WORD,5.95,United Kingdom,30.0,Computer,6.0,2.0,5.0,Laptop & Accessory,Married,3.0,1.0,13.0,1.0,1.0,2.0,156.6,389.43,2017-07-01 13:29:00,5.0,delivered,10.0,Standard Class,Consumer,Logan,Utah,84321,OFF-BI-10001617,Binders,GBC Wire Binding Combs,33.088,0.2,11.1672,Gold,1470.5,20.0,4.8,False,13.0,Satisfied
33511.0,Clothing,28.0,1.0,3579.0,Credit Card,56.0,1.0,Kathleen Brown,Male,1.0,536388,LOVE BUILDING BLOCK WORD,5.95,United Kingdom,4.0,Phone,11.0,2.0,3.0,Mobile Phone,Divorced,1.0,1.0,12.0,0.0,1.0,3.0,148.21,398.85,2017-04-24 08:44:00,5.0,delivered,4.0,Standard Class,Consumer,Logan,Utah,84321,OFF-BI-10003007,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,0.2,20.1656,Silver,710.4,13.0,4.1,True,54.0,Unsatisfied
33511.0,Electronics,467.0,4.0,3142.0,Cash,56.0,0.0,Kathleen Brown,Male,1.0,536388,DOORMAT FANCY FONT HOME SWEET HOME,7.95,United Kingdom,4.0,Mobile Phone,8.0,3.0,4.0,Laptop & Accessory,Divorced,4.0,0.0,12.0,0.0,1.0,0.0,164.1,394.52,2017-04-28 23:06:00,1.0,delivered,3.0,Standard Class,Home Office,Jacksonville,Florida,32216,OFF-PA-10000176,Paper,Xerox 1887,91.056,0.2,31.869599999999995,Bronze,430.8,7.0,3.4,False,23.0,Neutral
33511.0,Electronics,229.0,3.0,4086.0,PayPal,56.0,1.0,Kathleen Brown,Male,1.0,536388,HOME SMALL WOOD LETTERS,4.95,United Kingdom,18.0,Computer,13.0,3.0,3.0,Fashion,Married,2.0,0.0,18.0,5.0,9.0,11.0,152.1,387.8,2017-03-17 21:48:00,5.0,delivered,4.0,Standard Class,Corporate,Huntington Beach,California,92646,OFF-PA-10001204,Paper,Xerox 1972,10.56,0.0,4.752,Gold,1130.6,15.0,4.5,True,26.0,Satisfied
5952.0,Home,219.0,2.0,4129.0,Credit Card,55.0,1.0,Elizabeth Ingram,Male,0.0,536388,HOMEMADE JAM SCENTED CANDLES,1.45,United Kingdom,15.0,Phone,14.0,2.0,4.0,Laptop & Accessory,Divorced,3.0,0.0,15.0,7.0,7.0,7.0,149.41,51.31,2018-07-21 08:38:00,5.0,delivered,2.0,Standard Class,Consumer,Tampa,Florida,33614,FUR-FU-10001756,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,0.2,5.140799999999992,Gold,1190.8,16.0,4.5,True,20.0,Satisfied
48449.0,Clothing,57.0,2.0,3574.0,Credit Card,31.0,1.0,Mrs. Stacy Brown DDS,Male,0.0,536388,HEART OF WICKER SMALL,1.65,United Kingdom,0.0,Phone,8.0,3.0,3.0,Laptop & Accessory,Single,2.0,1.0,11.0,1.0,1.0,4.0,144.78,0.67,2018-08-06 18:51:00,5.0,delivered,1.0,Standard Class,Consumer,Tampa,Florida,33614,OFF-PA-10002120,Paper,Xerox 1889,131.904,0.2,47.8152,Gold,1370.2,18.0,4.7,False,10.0,Satisfied
48449.0,Clothing,278.0,4.0,4938.0,Cash,31.0,1.0,Mrs. Stacy Brown DDS,Male,0.0,536388,5 HOOK HANGER MAGIC TOADSTOOL,1.65,United Kingdom,4.0,Mobile Phone,13.0,3.0,3.0,Laptop & Accessory,Married,5.0,0.0,12.0,0.0,1.0,7.0,175.47,47.55,2018-08-06 18:51:00,5.0,delivered,1.0,Standard Class,Consumer,Tampa,Florida,33614,OFF-ST-10001490,Storage,"Hot File 7-Pocket, Floor Stand",142.776,0.2,17.84699999999998,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied
48449.0,Electronics,127.0,1.0,958.0,Cash,31.0,1.0,Mrs. Stacy Brown DDS,Male,0.0,536389,CHRISTMAS LIGHTS 10 REINDEER,8.5,Australia,5.0,Mobile Phone,8.0,3.0,2.0,Laptop & Accessory,Single,8.0,0.0,16.0,1.0,1.0,7.0,150.55,38.41,2018-12-06 19:02:00,5.0,delivered,1.0,Second Class,Home Office,Raleigh,North Carolina,27604,TEC-PH-10002415,Phones,Polycom VoiceStation 500 Conference phone,471.92,0.2,29.49500000000002,Bronze,440.9,8.0,3.2,False,24.0,Neutral
48449.0,Electronics,91.0,3.0,1899.0,Credit Card,31.0,1.0,Mrs. Stacy Brown DDS,Male,0.0,536389,VINTAGE UNION JACK CUSHION COVER,4.95,Australia,0.0,Phone,8.0,2.0,5.0,Mobile,Divorced,6.0,1.0,13.0,2.0,2.0,2.0,134.64,49.3,2018-06-25 18:04:00,5.0,delivered,1.0,Standard Class,Corporate,New York City,New York,10024,FUR-TA-10001950,Tables,Balt Solid Wood Round Tables,1071.576,0.4,-553.6476,Gold,1160.3,14.0,4.4,True,22.0,Satisfied
17203.0,Electronics,259.0,3.0,3809.0,Credit Card,62.0,0.0,James Roberson,Male,0.0,536389,VINTAGE HEADS AND TAILS CARD GAME ,1.25,Australia,3.0,Mobile Phone,34.0,3.0,3.0,Laptop & Accessory,Divorced,2.0,0.0,13.0,0.0,1.0,9.0,157.75,97.31,2018-09-08 07:25:00,3.0,delivered,8.0,Standard Class,Corporate,New York City,New York,10024,FUR-TA-10003473,Tables,Bretford Rectangular Conference Table Tops,1579.746,0.4,-447.5946999999999,Silver,800.2,11.0,4.1,False,17.0,Neutral
17203.0,Clothing,495.0,4.0,3057.0,Cash,62.0,1.0,James Roberson,Male,0.0,536389,SET OF 3 COLOURED  FLYING DUCKS,5.45,Australia,4.0,Computer,13.0,2.0,4.0,Fashion,Divorced,2.0,0.0,24.0,3.0,8.0,9.0,189.43,39.42,2018-09-07 19:51:00,5.0,delivered,1.0,Standard Class,Corporate,New York City,New York,10024,FUR-TA-10004175,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,0.4,-122.78160000000004,Gold,1420.8,19.0,4.6,False,11.0,Satisfied
17203.0,Home,445.0,1.0,3218.0,PayPal,62.0,1.0,James Roberson,Male,0.0,536389,BLACK/BLUE POLKADOT UMBRELLA,5.95,Australia,6.0,Computer,16.0,2.0,4.0,Laptop & Accessory,Single,4.0,0.0,14.0,1.0,1.0,1.0,146.82,66.32,2017-10-08 13:55:00,5.0,delivered,3.0,Same Day,Consumer,Dallas,Texas,75217,OFF-AR-10003732,Art,Newell 333,4.448,0.2,0.3335999999999999,Gold,1210.6,17.0,4.8,True,18.0,Satisfied
2695.0,Home,78.0,2.0,4036.0,PayPal,45.0,0.0,Andrea Ross,Female,0.0,536389,ALARM CLOCK BAKELIKE GREEN,3.75,Australia,16.0,Computer,16.0,2.0,4.0,Laptop & Accessory,Married,2.0,0.0,11.0,0.0,1.0,0.0,152.57,158.91,2017-10-11 16:16:00,1.0,delivered,1.0,Standard Class,Consumer,Lakeville,Minnesota,55044,OFF-BI-10000136,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,0.0,17.2224,Bronze,495.25,10.0,3.5,True,35.0,Unsatisfied
2695.0,Books,88.0,4.0,3438.0,PayPal,45.0,1.0,Andrea Ross,Female,0.0,536389,BLUE DINER WALL CLOCK,8.5,Australia,27.0,Computer,26.0,2.0,3.0,Laptop & Accessory,Single,4.0,0.0,12.0,1.0,1.0,3.0,148.69,209.5,2018-06-01 23:02:00,1.0,delivered,4.0,Standard Class,Corporate,Jackson,Mississippi,39212,OFF-BI-10000605,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,0.0,5.3721,Silver,670.6,12.0,3.9,True,46.0,Unsatisfied
2695.0,Books,398.0,4.0,1999.0,Cash,45.0,1.0,Andrea Ross,Female,0.0,536389,IVORY DINER WALL CLOCK,8.5,Australia,16.0,Mobile Phone,13.0,2.0,3.0,Fashion,Divorced,9.0,0.0,16.0,1.0,1.0,0.0,199.85,209.5,2018-06-01 23:02:00,1.0,delivered,4.0,Standard Class,Consumer,Lakeville,Minnesota,55044,OFF-BI-10001758,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,0.0,25.098,Bronze,460.9,8.0,3.2,False,25.0,Neutral
2695.0,Clothing,232.0,4.0,2444.0,Credit Card,45.0,1.0,Andrea Ross,Female,0.0,536389,LARGE HEART MEASURING SPOONS,1.65,Australia,18.0,Phone,14.0,3.0,3.0,Laptop & Accessory,Divorced,10.0,0.0,14.0,7.0,9.0,8.0,136.97,209.5,2018-06-01 23:02:00,1.0,delivered,4.0,Standard Class,Consumer,Lakeville,Minnesota,55044,OFF-PA-10000466,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,0.0,23.59,Gold,1170.3,14.0,4.5,True,21.0,Satisfied
2695.0,Home,306.0,5.0,650.0,Cash,45.0,0.0,Andrea Ross,Female,0.0,536389,SMALL HEART MEASURING SPOONS,0.85,Australia,13.0,Mobile Phone,6.0,2.0,5.0,Laptop & Accessory,Divorced,3.0,1.0,22.0,1.0,1.0,2.0,174.57,209.5,2018-06-01 23:02:00,1.0,delivered,4.0,Standard Class,Corporate,New York City,New York,10024,OFF-PA-10000919,Paper,Xerox 1918,155.04,0.0,75.9696,Silver,810.2,11.0,4.0,False,14.0,Neutral
