customerid,gender,age,city,membershiptype,totalspend,itemspurchased,averagerating,discountapplied,dayssincelastpurchase,satisfactionlevel,invoiceno,stockcode,description,quantity,invoicedate,unitprice,country,purchasedate,productcategory,productprice,totalpurchaseamount,paymentmethod,customerage,returns,customername,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,orderid,pricemrp,payment,timestamp,rating,productid,paymenttype,orderstatus,productweightg,productlengthcm,productheightcm,productwidthcm,customercity,customerstate,sellerid,sellercity,sellerstate,paymentinstallments,rowid,orderdate,shipdate,shipmode,segment,countryregion,stateprovince,postalcode,region,category,subcategory,productname,sales,discount,profit
173.0,Female,31.0,New York,Gold,1130.6,15.0,4.5,True,26.0,Satisfied,536375,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 9:32,1.06,United Kingdom,1/27/2021 18:26,Electronics,457.0,2919.0,PayPal,50.0,1.0,Peter Watson,1.0,15.0,Computer,1.0,27.0,Credit Card,2.0,3.0,Laptop & Accessory,3.0,Married,3.0,0.0,16.0,0.0,1.0,2.0,152.65,8a0e7dc6461a019b6edd6f6cdf26f475,349.9,368.92,16-10-2017 12:26,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,rio de janeiro,RJ,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,73.0,1/26/2020,1/31/2020,Standard Class,Home Office,United States,Virginia,22304,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,0.0,8.34
174.0,Male,35.0,Los Angeles,Silver,820.9,12.0,4.3,False,12.0,Neutral,536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 9:32,1.06,United Kingdom,9/9/2023 18:11,Home,237.0,1088.0,Cash,50.0,1.0,Peter Watson,1.0,11.0,Mobile Phone,1.0,8.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Divorced,10.0,0.0,14.0,0.0,1.0,0.0,165.53,bbb67d2853d40d080e6e1f16f5f0a1c2,349.9,367.11,28-09-2017 15:00,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,santo andre,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,74.0,1/26/2020,1/31/2020,Standard Class,Home Office,United States,Virginia,22304,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,0.0,9.3312
176.0,Male,28.0,San Francisco,Gold,1490.1,21.0,4.9,False,9.0,Satisfied,536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 9:32,6.95,United Kingdom,8/23/2022 18:10,Electronics,311.0,2992.0,Cash,24.0,0.0,Terry Campos,0.0,0.0,Computer,1.0,6.0,COD,2.0,4.0,Laptop & Accessory,5.0,Divorced,6.0,0.0,19.0,0.0,2.0,0.0,142.98,6eb2a690131ac9952365adf622793a1e,349.9,398.88,29-01-2018 09:00,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,belo jardim,PE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,5.0,76.0,1/26/2020,1/31/2020,Standard Class,Home Office,United States,Virginia,22304,South,Technology,Phones,Jabra SPEAK 410,187.98,0.0,52.6344
177.0,Male,32.0,Miami,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied,536375,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 9:32,2.1,United Kingdom,11/30/2022 7:04,Home,158.0,1047.0,Cash,24.0,0.0,Terry Campos,0.0,22.0,Computer,1.0,24.0,Debit Card,3.0,3.0,Laptop & Accessory,2.0,Married,2.0,1.0,15.0,0.0,1.0,7.0,168.04,d974716b98a0c162cd1e80fbf0d882bf,349.9,369.92,18-09-2017 22:59,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,juiz de fora,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,77.0,1/26/2020,1/31/2020,Standard Class,Home Office,United States,Virginia,22304,South,Technology,Phones,Macally Suction Cup Mount,155.35,0.0,0.0
178.0,Female,36.0,Houston,Bronze,470.5,8.0,3.0,False,18.0,Neutral,536375,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:32,2.55,United Kingdom,9/16/2022 18:06,Clothing,10.0,3540.0,Credit Card,48.0,0.0,Ronald Berger,0.0,7.0,Computer,1.0,16.0,Credit Card,2.0,3.0,Mobile Phone,3.0,Married,2.0,1.0,17.0,2.0,2.0,0.0,138.15,4b90a2d18610d0b0ebb42c4abda69034,349.9,398.88,26-01-2018 19:59,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,sousa,PB,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,6.0,78.0,1/27/2020,2/2/2020,Standard Class,Consumer,United States,California,92037,West,Furniture,Tables,Balt Split Level Computer Training Table,333,0.2,-16.65
180.0,Male,34.0,Los Angeles,Silver,790.2,11.0,4.0,False,15.0,Neutral,536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 9:32,3.39,United Kingdom,5/10/2021 15:05,Electronics,298.0,1837.0,Cash,48.0,1.0,Ronald Berger,0.0,1.0,Mobile Phone,1.0,35.0,Credit Card,3.0,3.0,Laptop & Accessory,5.0,Divorced,8.0,1.0,19.0,0.0,1.0,0.0,166.73,d7bcd768f38943877c3298667ecdfbdb,349.9,398.46,8/5/2018 9:22,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,anadia,AL,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,80.0,1/27/2020,2/2/2020,Standard Class,Consumer,United States,California,92037,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,0.0,14.3075
181.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,39.0,Unsatisfied,536375,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 9:32,7.65,United Kingdom,4/15/2021 14:31,Home,389.0,907.0,Cash,48.0,0.0,Ronald Berger,0.0,0.0,Mobile Phone,3.0,33.0,E wallet,2.0,3.0,Fashion,2.0,Divorced,2.0,0.0,22.0,1.0,1.0,9.0,176.39,e8cc3493dceef3aa38080e02b1a35646,349.9,396.2,21-09-2017 12:33,5.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,caxias,MA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,81.0,1/28/2020,2/3/2020,Standard Class,Consumer,United States,New York,10024,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,0.2,1.3257
184.0,Female,37.0,Houston,Bronze,430.8,7.0,3.4,False,23.0,Neutral,536376,21733,RED HANGING HEART T-LIGHT HOLDER,64,12/1/2010 9:32,2.55,United Kingdom,11/12/2021 13:57,Electronics,277.0,3975.0,PayPal,48.0,0.0,Ronald Berger,0.0,13.0,Computer,1.0,15.0,Debit Card,3.0,4.0,Laptop & Accessory,2.0,Divorced,10.0,0.0,14.0,1.0,1.0,2.0,148.76,999ecbda5d7b314b856c71e7bb73d8ee,364.0,384.7,13-08-2018 10:40,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,rio de janeiro,RJ,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,84.0,1/31/2020,2/2/2020,First Class,Consumer,United States,California,92691,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,0.15,3.4196
185.0,Female,31.0,New York,Gold,1140.6,15.0,4.6,True,27.0,Satisfied,536377,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:34,1.85,United Kingdom,2/19/2021 22:03,Home,431.0,4053.0,Cash,48.0,0.0,Ronald Berger,0.0,19.0,Mobile Phone,1.0,6.0,Credit Card,3.0,3.0,Fashion,5.0,Married,8.0,0.0,16.0,0.0,1.0,3.0,193.96,58a47bb27cce840d07a8f8b1885eda2c,299.0,319.33,24-11-2017 16:33,3.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,ibirite,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,85.0,2/1/2020,2/3/2020,First Class,Consumer,United States,Wisconsin,54302,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,0.0,206.316
187.0,Female,41.0,Chicago,Bronze,485.25,9.0,3.6,True,39.0,Unsatisfied,536378,22386,JUMBO BAG PINK POLKADOT,10,12/1/2010 9:37,1.95,United Kingdom,1/22/2021 6:49,Clothing,137.0,993.0,Cash,48.0,1.0,Ronald Berger,0.0,3.0,Computer,1.0,6.0,Debit Card,2.0,4.0,Fashion,3.0,Single,2.0,0.0,22.0,2.0,5.0,8.0,184.74,f78e5e459e3829bbc1bf472f4eb8eb35,349.9,1205.79,11/5/2018 10:46,3.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,picos,PI,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,87.0,2/2/2020,2/6/2020,Standard Class,Home Office,United States,California,92037,West,Office Supplies,Fasteners,Staples,12.35,0.0,5.8045
188.0,Male,28.0,San Francisco,Gold,1500.1,21.0,4.9,False,10.0,Satisfied,536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/2010 9:37,1.95,United Kingdom,5/4/2021 2:04,Books,20.0,5089.0,Cash,67.0,0.0,Ian Kelley,0.0,0.0,Computer,3.0,26.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Single,2.0,0.0,14.0,1.0,1.0,7.0,199.81,f78e5e459e3829bbc1bf472f4eb8eb35,349.9,1205.79,11/5/2018 10:46,3.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,picos,PI,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,88.0,2/2/2020,2/9/2020,Standard Class,Consumer,United States,Florida,33710,South,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,0.2,13.572
192.0,Male,33.0,Los Angeles,Silver,830.75,13.0,4.2,False,14.0,Satisfied,536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/2010 9:37,3.75,United Kingdom,8/24/2021 15:36,Home,387.0,2958.0,Credit Card,67.0,1.0,Ian Kelley,0.0,0.0,Computer,3.0,32.0,E wallet,2.0,4.0,Laptop & Accessory,5.0,Single,6.0,0.0,15.0,0.0,1.0,1.0,166.96,b9e84c5345afe0d23623324665a6df5c,364.0,389.7,14-08-2018 19:53,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,santa cruz de minas,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,7.0,92.0,2/4/2020,2/8/2020,Standard Class,Home Office,United States,California,92024,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,0.2,29.0136
194.0,Male,29.0,San Francisco,Gold,1370.2,18.0,4.7,False,10.0,Satisfied,536378,20725,LUNCH BAG RED RETROSPOT,10,12/1/2010 9:37,1.65,United Kingdom,3/21/2023 20:00,Home,413.0,3742.0,Cash,70.0,0.0,Mr. David Morgan,0.0,18.0,Computer,3.0,12.0,Credit Card,2.0,4.0,Fashion,2.0,Single,7.0,0.0,12.0,12.0,12.0,8.0,188.65,e70b63c3816d07ca01fe09b627e7d85c,364.0,395.58,6/6/2018 11:01,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,aracaju,SE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,94.0,2/6/2020,2/10/2020,Second Class,Consumer,United States,Illinois,60441,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,0.8,-14.7708
196.0,Female,38.0,Houston,Bronze,440.9,8.0,3.2,False,24.0,Neutral,536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/1/2010 9:37,2.55,United Kingdom,9/30/2021 0:26,Books,296.0,4554.0,Cash,51.0,1.0,Monica Ramos,0.0,9.0,Mobile Phone,1.0,11.0,Debit Card,3.0,3.0,Laptop & Accessory,4.0,Single,9.0,0.0,16.0,0.0,3.0,7.0,159.14,906609c210dfa5854a32765ad5d8d1cf,349.9,369.92,15-09-2017 16:14,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,ipatinga,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,96.0,2/6/2020,2/9/2020,First Class,Corporate,United States,Virginia,23320,South,Technology,Phones,AT&T CL82213,144.95,0.0,42.0355
200.0,Male,30.0,San Francisco,Gold,1460.5,20.0,4.8,False,12.0,Satisfied,536378,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 9:37,0.55,United Kingdom,7/31/2020 6:33,Clothing,436.0,5025.0,PayPal,51.0,1.0,Monica Ramos,0.0,4.0,Computer,1.0,6.0,Credit Card,2.0,5.0,Laptop & Accessory,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,4.0,143.45,d8fa73e826d6e93ef59e9ebb19e2c08a,349.9,1115.37,17-05-2018 07:22,5.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,muriae,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,100.0,2/8/2020,2/9/2020,First Class,Home Office,United States,Nevada,89031,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,0.0,5.5328
202.0,Female,37.0,Houston,Bronze,420.8,7.0,3.1,False,21.0,Neutral,536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/2010 9:37,1.25,United Kingdom,4/17/2023 16:26,Home,495.0,1176.0,Credit Card,51.0,0.0,Monica Ramos,0.0,10.0,Computer,3.0,10.0,E wallet,2.0,3.0,Mobile Phone,2.0,Married,5.0,0.0,17.0,1.0,5.0,8.0,0.0,d8fa73e826d6e93ef59e9ebb19e2c08a,349.9,1115.37,17-05-2018 07:22,5.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,muriae,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,102.0,2/11/2020,2/15/2020,Second Class,Consumer,United States,Missouri,65203,Central,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,0.0,53.2704
203.0,Female,31.0,New York,Gold,1130.6,15.0,4.5,True,26.0,Satisfied,536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/2010 9:37,0.38,United Kingdom,10/1/2022 9:48,Home,165.0,1664.0,Cash,51.0,0.0,Monica Ramos,0.0,2.0,Computer,3.0,6.0,Credit Card,2.0,3.0,Fashion,2.0,Divorced,2.0,0.0,14.0,4.0,4.0,1.0,179.18,e4e6eaed893d267970fdfae82dde8715,299.0,314.82,24-11-2017 18:36,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,londrina,PR,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,5.0,103.0,2/11/2020,2/15/2020,Standard Class,Consumer,United States,Virginia,23320,South,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,0.0,75.3732
204.0,Male,35.0,Los Angeles,Silver,820.9,12.0,4.3,False,12.0,Neutral,536378,21931,JUMBO STORAGE BAG SUKI,10,12/1/2010 9:37,1.95,United Kingdom,1/10/2021 7:40,Clothing,59.0,1147.0,Credit Card,38.0,0.0,Nicole Lewis,0.0,8.0,Computer,3.0,6.0,E wallet,3.0,3.0,Fashion,3.0,Single,2.0,0.0,14.0,1.0,1.0,8.0,187.89,b7bef020492af2903362c33783ad4e38,349.9,368.6,7/2/2018 7:18,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,sao paulo,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,104.0,2/11/2020,2/15/2020,Standard Class,Consumer,United States,Virginia,23320,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,0.0,8.2062
206.0,Male,28.0,San Francisco,Gold,1490.1,21.0,4.9,False,9.0,Satisfied,536380,22961,JAM MAKING SET PRINTED,24,12/1/2010 9:41,1.45,United Kingdom,9/6/2021 16:46,Books,462.0,4042.0,Credit Card,38.0,1.0,Nicole Lewis,0.0,25.0,Phone,1.0,8.0,Debit Card,2.0,4.0,Mobile,2.0,Single,8.0,0.0,15.0,0.0,2.0,2.0,132.12,feea4e6dd813103d3a1e4a39a341d66e,364.0,412.43,26-05-2018 20:54,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,acari,RN,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,106.0,2/11/2020,2/15/2020,Second Class,Consumer,United States,Missouri,65203,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,0.0,4.4344
219.0,Male,32.0,Miami,Silver,670.3,10.0,3.8,True,33.0,Unsatisfied,536381,21166,COOK WITH WINE METAL SIGN ,1,12/1/2010 9:41,1.95,United Kingdom,7/31/2020 2:27,Books,149.0,1377.0,Cash,50.0,0.0,Steven Mcmillan,0.0,13.0,Phone,1.0,30.0,COD,3.0,3.0,Laptop & Accessory,2.0,Married,2.0,0.0,17.0,2.0,4.0,7.0,133.19,693483bbe730cba719d4380f9bcb338a,349.9,370.59,1/2/2018 17:36,3.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,rio de janeiro,RJ,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,119.0,2/18/2020,2/18/2020,Same Day,Consumer,United States,Texas,79424,Central,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,0.6,-11.322
224.0,Male,29.0,San Francisco,Gold,1370.2,18.0,4.7,False,10.0,Satisfied,536381,22083,PAPER CHAIN KIT RETROSPOT,1,12/1/2010 9:41,2.95,United Kingdom,12/7/2021 5:36,Books,498.0,705.0,Cash,66.0,0.0,Walter Griffin,0.0,10.0,Phone,1.0,6.0,Credit Card,2.0,4.0,Mobile Phone,5.0,Divorced,3.0,0.0,14.0,1.0,1.0,2.0,139.2,2d394ce1703ceeb355e2446e4a7a6bf4,349.9,381.88,11/12/2017 13:19,1.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,belem,PA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,6.0,124.0,2/21/2020,2/25/2020,Standard Class,Consumer,United States,Illinois,60098,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,0.8,-13.7175
225.0,Male,26.0,Miami,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied,536381,84971S,SMALL HEART FLOWERS HOOK ,6,12/1/2010 9:41,0.85,United Kingdom,5/1/2021 6:30,Home,334.0,2542.0,Cash,66.0,0.0,Walter Griffin,0.0,18.0,Computer,1.0,13.0,Debit Card,3.0,2.0,Laptop & Accessory,3.0,Divorced,5.0,0.0,17.0,0.0,1.0,2.0,164.34,ae85b9887d49eb8e4e35cea1435a52d8,349.9,381.86,18-03-2018 19:20,1.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,fortaleza,CE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,125.0,2/22/2020,2/24/2020,First Class,Consumer,United States,California,92553,West,Office Supplies,Paper,Xerox 220,19.44,0.0,9.3312
226.0,Female,38.0,Houston,Bronze,440.9,8.0,3.2,False,24.0,Neutral,536381,71270,PHOTO CLIP LINE,3,12/1/2010 9:41,1.25,United Kingdom,12/20/2021 15:38,Electronics,118.0,2304.0,Credit Card,66.0,1.0,Walter Griffin,0.0,0.0,Computer,1.0,16.0,Credit Card,3.0,3.0,Fashion,3.0,Married,7.0,0.0,11.0,1.0,1.0,0.0,200.48,a0d990f7f9be3dd72d97e7660edaad52,349.9,363.74,23-03-2017 12:35,4.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,realeza,PR,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,126.0,2/23/2020,2/27/2020,Standard Class,Home Office,United States,Texas,79907,Central,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,0.8,-6.8634
230.0,Male,30.0,San Francisco,Gold,1460.5,20.0,4.8,False,12.0,Satisfied,536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/2010 9:41,1.45,United Kingdom,6/26/2020 1:12,Books,202.0,3290.0,Credit Card,66.0,1.0,Walter Griffin,0.0,2.0,Mobile Phone,3.0,26.0,E wallet,2.0,3.0,Laptop & Accessory,2.0,Married,3.0,0.0,14.0,1.0,1.0,2.0,169.31,0cd93455c51655ebb590c07a06d584a1,349.9,17.54,13-03-2017 22:55,5.0,6cdd53843498f92890544667809f1595,voucher,delivered,900.0,25.0,12.0,38.0,mossoro,RN,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,130.0,2/27/2020,3/3/2020,First Class,Consumer,United States,Ohio,43229,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,0.2,3.4048
231.0,Male,27.0,Miami,Silver,700.4,13.0,4.0,True,53.0,Unsatisfied,536381,21533,RETROSPOT LARGE MILK JUG,1,12/1/2010 9:41,4.95,United Kingdom,9/12/2022 11:50,Books,291.0,4776.0,PayPal,66.0,0.0,Walter Griffin,0.0,0.0,Phone,1.0,6.0,Debit Card,3.0,3.0,Laptop & Accessory,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,2.0,148.98,0cd93455c51655ebb590c07a06d584a1,349.9,191.56,13-03-2017 22:55,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,mossoro,RN,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,10.0,131.0,3/1/2020,3/5/2020,Standard Class,Home Office,United States,Illinois,60126,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,0.3,-172.1172
235.0,Female,41.0,Chicago,Bronze,480.25,9.0,3.6,True,38.0,Unsatisfied,536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/2010 9:41,1.45,United Kingdom,9/15/2020 16:26,Home,127.0,3219.0,PayPal,43.0,1.0,Chelsea Williams,0.0,0.0,Computer,1.0,35.0,CC,3.0,4.0,Mobile,4.0,Single,1.0,0.0,11.0,1.0,1.0,4.0,134.79,10bc94fc052750e8053c44b8a0cdab8d,349.9,372.75,11/12/2017 13:32,3.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,brasilia,DF,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,7.0,135.0,3/1/2020,3/7/2020,Standard Class,Consumer,United States,Texas,77036,Central,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,0.3,-43.0296
237.0,Male,32.0,Miami,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied,536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/2010 9:41,1.95,United Kingdom,11/14/2022 2:19,Clothing,420.0,969.0,Cash,37.0,1.0,Melissa Cabrera,1.0,11.0,Computer,3.0,8.0,Debit Card,2.0,4.0,Laptop & Accessory,2.0,Divorced,4.0,0.0,18.0,6.0,7.0,5.0,152.49,db2745f7e368d3ea3c5423712084795b,349.9,381.88,13-12-2017 02:49,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,maceio,AL,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,10.0,137.0,3/1/2020,3/5/2020,Standard Class,Home Office,United States,Illinois,60126,Central,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,0.2,5.6784
240.0,Male,34.0,Los Angeles,Silver,790.2,11.0,4.0,False,15.0,Neutral,536381,22719,GUMBALL MONOCHROME COAT RACK,36,12/1/2010 9:41,1.06,United Kingdom,8/16/2021 17:56,Clothing,166.0,1379.0,PayPal,37.0,0.0,Melissa Cabrera,1.0,0.0,Phone,1.0,8.0,Debit Card,3.0,3.0,Mobile,3.0,Single,3.0,0.0,11.0,1.0,1.0,0.0,134.85,0301ec492e902f2630234df285fa2a1b,349.9,379.2,30-08-2017 16:03,4.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,paripueira,AL,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,140.0,3/1/2020,3/5/2020,Standard Class,Home Office,United States,New York,10035,East,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,0.0,1.6038
241.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,39.0,Unsatisfied,536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/2010 9:41,6.75,United Kingdom,8/18/2022 5:00,Clothing,115.0,1589.0,Credit Card,23.0,0.0,Terri Carter,0.0,2.0,Mobile Phone,3.0,8.0,Credit Card,3.0,4.0,Laptop & Accessory,4.0,Divorced,3.0,0.0,19.0,0.0,1.0,0.0,166.44,a4b19ba687d68b54e5598956990afa98,349.9,369.6,14-02-2018 17:48,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,tabapua,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,141.0,3/2/2020,3/8/2020,Standard Class,Home Office,United States,New York,10009,East,Office Supplies,Envelopes,Staple envelope,11.36,0.0,5.3392
243.0,Male,27.0,Miami,Silver,710.4,13.0,4.1,True,54.0,Unsatisfied,536382,10002,INFLATABLE POLITICAL GLOBE ,12,12/1/2010 9:45,0.85,United Kingdom,2/28/2023 19:23,Clothing,50.0,551.0,PayPal,23.0,1.0,Terri Carter,0.0,0.0,Computer,1.0,11.0,Debit Card,2.0,2.0,Laptop & Accessory,5.0,Married,2.0,0.0,12.0,1.0,1.0,5.0,140.0,6ee68064c217ce0b644b6e3bea56d50e,299.0,318.34,24-11-2017 13:02,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,lontras,SC,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,2.0,143.0,3/2/2020,3/8/2020,Standard Class,Home Office,United States,New York,10009,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,0.0,17.472
